MSN,YYYYMM,Value,Column_Order,Description,Unit
WDPRBUS,198809,211.218,1,Wood Energy Production,Trillion Btu
WDPRBUS,198810,218.198,1,Wood Energy Production,Trillion Btu
WDPRBUS,198811,211.191,1,Wood Energy Production,Trillion Btu
WDPRBUS,198812,218.215,1,Wood Energy Production,Trillion Btu
WDPRBUS,198813,2576.663,1,Wood Energy Production,Trillion Btu
WDPRBUS,198901,231.17,1,Wood Energy Production,Trillion Btu
WDPRBUS,198902,211.272,1,Wood Energy Production,Trillion Btu
WDPRBUS,198903,236.6,1,Wood Energy Production,Trillion Btu
WDPRBUS,198904,218.29,1,Wood Energy Production,Trillion Btu
WDPRBUS,198905,200.711,1,Wood Energy Production,Trillion Btu
WDPRBUS,198906,208.439,1,Wood Energy Production,Trillion Btu
WDPRBUS,198907,217.404,1,Wood Energy Production,Trillion Btu
WDPRBUS,198908,234.088,1,Wood Energy Production,Trillion Btu
WDPRBUS,198909,220.479,1,Wood Energy Production,Trillion Btu
WDPRBUS,198910,230.492,1,Wood Energy Production,Trillion Btu
WDPRBUS,198911,231.613,1,Wood Energy Production,Trillion Btu
WDPRBUS,198912,239.066,1,Wood Energy Production,Trillion Btu
WDPRBUS,198913,2679.623,1,Wood Energy Production,Trillion Btu
WDPRBUS,199001,193.411,1,Wood Energy Production,Trillion Btu
WDPRBUS,199002,186.722,1,Wood Energy Production,Trillion Btu
WDPRBUS,199003,199.565,1,Wood Energy Production,Trillion Btu
WDPRBUS,199004,190.159,1,Wood Energy Production,Trillion Btu
WDPRBUS,199005,166.803,1,Wood Energy Production,Trillion Btu
WDPRBUS,199006,134.939,1,Wood Energy Production,Trillion Btu
WDPRBUS,199007,176.618,1,Wood Energy Production,Trillion Btu
WDPRBUS,199008,201.445,1,Wood Energy Production,Trillion Btu
WDPRBUS,199009,196.099,1,Wood Energy Production,Trillion Btu
WDPRBUS,199010,190.414,1,Wood Energy Production,Trillion Btu
WDPRBUS,199011,177.629,1,Wood Energy Production,Trillion Btu
WDPRBUS,199012,202.362,1,Wood Energy Production,Trillion Btu
WDPRBUS,199013,2216.166,1,Wood Energy Production,Trillion Btu
WDPRBUS,199101,221.773,1,Wood Energy Production,Trillion Btu
WDPRBUS,199102,161.586,1,Wood Energy Production,Trillion Btu
WDPRBUS,199103,165.815,1,Wood Energy Production,Trillion Btu
WDPRBUS,199104,142.348,1,Wood Energy Production,Trillion Btu
WDPRBUS,199105,156.299,1,Wood Energy Production,Trillion Btu
WDPRBUS,199106,161.835,1,Wood Energy Production,Trillion Btu
WDPRBUS,199107,163.21,1,Wood Energy Production,Trillion Btu
WDPRBUS,199108,201.887,1,Wood Energy Production,Trillion Btu
WDPRBUS,199109,220.843,1,Wood Energy Production,Trillion Btu
WDPRBUS,199110,204.17,1,Wood Energy Production,Trillion Btu
WDPRBUS,199111,194.094,1,Wood Energy Production,Trillion Btu
WDPRBUS,199112,220.221,1,Wood Energy Production,Trillion Btu
WDPRBUS,199113,2214.082,1,Wood Energy Production,Trillion Btu
WDPRBUS,199201,225.223,1,Wood Energy Production,Trillion Btu
WDPRBUS,199202,179.107,1,Wood Energy Production,Trillion Btu
WDPRBUS,199203,169.584,1,Wood Energy Production,Trillion Btu
WDPRBUS,199204,162.501,1,Wood Energy Production,Trillion Btu
WDPRBUS,199205,136.512,1,Wood Energy Production,Trillion Btu
WDPRBUS,199206,178.938,1,Wood Energy Production,Trillion Btu
WDPRBUS,199207,196.218,1,Wood Energy Production,Trillion Btu
WDPRBUS,199208,216.248,1,Wood Energy Production,Trillion Btu
WDPRBUS,199209,199.5,1,Wood Energy Production,Trillion Btu
WDPRBUS,199210,219.054,1,Wood Energy Production,Trillion Btu
WDPRBUS,199211,220.592,1,Wood Energy Production,Trillion Btu
WDPRBUS,199212,209.993,1,Wood Energy Production,Trillion Btu
WDPRBUS,199213,2313.471,1,Wood Energy Production,Trillion Btu
WDPRBUS,199301,212.917,1,Wood Energy Production,Trillion Btu
WDPRBUS,199302,190.799,1,Wood Energy Production,Trillion Btu
WDPRBUS,199303,202.466,1,Wood Energy Production,Trillion Btu
WDPRBUS,199304,176.447,1,Wood Energy Production,Trillion Btu
WDPRBUS,199305,141.057,1,Wood Energy Production,Trillion Btu
WDPRBUS,199306,142.881,1,Wood Energy Production,Trillion Btu
WDPRBUS,199307,159.077,1,Wood Energy Production,Trillion Btu
WDPRBUS,199308,215.249,1,Wood Energy Production,Trillion Btu
WDPRBUS,199309,197.49,1,Wood Energy Production,Trillion Btu
WDPRBUS,199310,203.03,1,Wood Energy Production,Trillion Btu
WDPRBUS,199311,209.594,1,Wood Energy Production,Trillion Btu
WDPRBUS,199312,208.767,1,Wood Energy Production,Trillion Btu
WDPRBUS,199313,2259.774,1,Wood Energy Production,Trillion Btu
WDPRBUS,199401,252.903,1,Wood Energy Production,Trillion Btu
WDPRBUS,199402,194.065,1,Wood Energy Production,Trillion Btu
WDPRBUS,199403,202.598,1,Wood Energy Production,Trillion Btu
WDPRBUS,199404,183.168,1,Wood Energy Production,Trillion Btu
WDPRBUS,199405,141.247,1,Wood Energy Production,Trillion Btu
WDPRBUS,199406,156.533,1,Wood Energy Production,Trillion Btu
WDPRBUS,199407,216.33,1,Wood Energy Production,Trillion Btu
WDPRBUS,199408,193.374,1,Wood Energy Production,Trillion Btu
WDPRBUS,199409,180.928,1,Wood Energy Production,Trillion Btu
WDPRBUS,199410,209.489,1,Wood Energy Production,Trillion Btu
WDPRBUS,199411,198.716,1,Wood Energy Production,Trillion Btu
WDPRBUS,199412,194.468,1,Wood Energy Production,Trillion Btu
WDPRBUS,199413,2323.82,1,Wood Energy Production,Trillion Btu
WDPRBUS,199501,181.661,1,Wood Energy Production,Trillion Btu
WDPRBUS,199502,151.839,1,Wood Energy Production,Trillion Btu
WDPRBUS,199503,181.966,1,Wood Energy Production,Trillion Btu
WDPRBUS,199504,202.143,1,Wood Energy Production,Trillion Btu
WDPRBUS,199505,174.718,1,Wood Energy Production,Trillion Btu
WDPRBUS,199506,164.965,1,Wood Energy Production,Trillion Btu
WDPRBUS,199507,234.038,1,Wood Energy Production,Trillion Btu
WDPRBUS,199508,240.237,1,Wood Energy Production,Trillion Btu
WDPRBUS,199509,208.217,1,Wood Energy Production,Trillion Btu
WDPRBUS,199510,227.438,1,Wood Energy Production,Trillion Btu
WDPRBUS,199511,203.6,1,Wood Energy Production,Trillion Btu
WDPRBUS,199512,199.049,1,Wood Energy Production,Trillion Btu
WDPRBUS,199513,2369.869,1,Wood Energy Production,Trillion Btu
WDPRBUS,199601,215.337,1,Wood Energy Production,Trillion Btu
WDPRBUS,199602,169.485,1,Wood Energy Production,Trillion Btu
WDPRBUS,199603,196.558,1,Wood Energy Production,Trillion Btu
WDPRBUS,199604,149.671,1,Wood Energy Production,Trillion Btu
WDPRBUS,199605,176.787,1,Wood Energy Production,Trillion Btu
WDPRBUS,199606,197.279,1,Wood Energy Production,Trillion Btu
WDPRBUS,199607,221.032,1,Wood Energy Production,Trillion Btu
WDPRBUS,199608,241.559,1,Wood Energy Production,Trillion Btu
WDPRBUS,199609,201.147,1,Wood Energy Production,Trillion Btu
WDPRBUS,199610,241.017,1,Wood Energy Production,Trillion Btu
WDPRBUS,199611,230.3,1,Wood Energy Production,Trillion Btu
WDPRBUS,199612,196.854,1,Wood Energy Production,Trillion Btu
WDPRBUS,199613,2437.027,1,Wood Energy Production,Trillion Btu
WDPRBUS,199701,219.532,1,Wood Energy Production,Trillion Btu
WDPRBUS,199702,169.842,1,Wood Energy Production,Trillion Btu
WDPRBUS,199703,191.206,1,Wood Energy Production,Trillion Btu
WDPRBUS,199704,189.865,1,Wood Energy Production,Trillion Btu
WDPRBUS,199705,200.871,1,Wood Energy Production,Trillion Btu
WDPRBUS,199706,172.743,1,Wood Energy Production,Trillion Btu
WDPRBUS,199707,195.848,1,Wood Energy Production,Trillion Btu
WDPRBUS,199708,204.296,1,Wood Energy Production,Trillion Btu
WDPRBUS,199709,193.213,1,Wood Energy Production,Trillion Btu
WDPRBUS,199710,239.624,1,Wood Energy Production,Trillion Btu
WDPRBUS,199711,203.767,1,Wood Energy Production,Trillion Btu
WDPRBUS,199712,190.185,1,Wood Energy Production,Trillion Btu
WDPRBUS,199713,2370.991,1,Wood Energy Production,Trillion Btu
WDPRBUS,199801,218.095,1,Wood Energy Production,Trillion Btu
WDPRBUS,199802,158.343,1,Wood Energy Production,Trillion Btu
WDPRBUS,199803,179.494,1,Wood Energy Production,Trillion Btu
WDPRBUS,199804,178.06,1,Wood Energy Production,Trillion Btu
WDPRBUS,199805,186.622,1,Wood Energy Production,Trillion Btu
WDPRBUS,199806,128.7,1,Wood Energy Production,Trillion Btu
WDPRBUS,199807,184.548,1,Wood Energy Production,Trillion Btu
WDPRBUS,199808,191.758,1,Wood Energy Production,Trillion Btu
WDPRBUS,199809,186.479,1,Wood Energy Production,Trillion Btu
WDPRBUS,199810,202.005,1,Wood Energy Production,Trillion Btu
WDPRBUS,199811,171.31,1,Wood Energy Production,Trillion Btu
WDPRBUS,199812,198.747,1,Wood Energy Production,Trillion Btu
WDPRBUS,199813,2184.161,1,Wood Energy Production,Trillion Btu
WDPRBUS,199901,210.996,1,Wood Energy Production,Trillion Btu
WDPRBUS,199902,162.352,1,Wood Energy Production,Trillion Btu
WDPRBUS,199903,149.912,1,Wood Energy Production,Trillion Btu
WDPRBUS,199904,183.534,1,Wood Energy Production,Trillion Btu
WDPRBUS,199905,222.166,1,Wood Energy Production,Trillion Btu
WDPRBUS,199906,173.903,1,Wood Energy Production,Trillion Btu
WDPRBUS,199907,203.953,1,Wood Energy Production,Trillion Btu
WDPRBUS,199908,197.764,1,Wood Energy Production,Trillion Btu
WDPRBUS,199909,181.899,1,Wood Energy Production,Trillion Btu
WDPRBUS,199910,164.413,1,Wood Energy Production,Trillion Btu
WDPRBUS,199911,192.219,1,Wood Energy Production,Trillion Btu
WDPRBUS,199912,171.056,1,Wood Energy Production,Trillion Btu
WDPRBUS,199913,2214.167,1,Wood Energy Production,Trillion Btu
WDPRBUS,200001,160.708,1,Wood Energy Production,Trillion Btu
WDPRBUS,200002,185.259,1,Wood Energy Production,Trillion Btu
WDPRBUS,200003,195.714,1,Wood Energy Production,Trillion Btu
WDPRBUS,200004,187.07,1,Wood Energy Production,Trillion Btu
WDPRBUS,200005,184.011,1,Wood Energy Production,Trillion Btu
WDPRBUS,200006,167.726,1,Wood Energy Production,Trillion Btu
WDPRBUS,200007,191.305,1,Wood Energy Production,Trillion Btu
WDPRBUS,200008,194.632,1,Wood Energy Production,Trillion Btu
WDPRBUS,200009,180.764,1,Wood Energy Production,Trillion Btu
WDPRBUS,200010,206.142,1,Wood Energy Production,Trillion Btu
WDPRBUS,200011,200.803,1,Wood Energy Production,Trillion Btu
WDPRBUS,200012,207.582,1,Wood Energy Production,Trillion Btu
WDPRBUS,200013,2261.715,1,Wood Energy Production,Trillion Btu
WDPRBUS,200101,175.982,1,Wood Energy Production,Trillion Btu
WDPRBUS,200102,155.969,1,Wood Energy Production,Trillion Btu
WDPRBUS,200103,168.14,1,Wood Energy Production,Trillion Btu
WDPRBUS,200104,163.973,1,Wood Energy Production,Trillion Btu
WDPRBUS,200105,161.457,1,Wood Energy Production,Trillion Btu
WDPRBUS,200106,163.772,1,Wood Energy Production,Trillion Btu
WDPRBUS,200107,169.421,1,Wood Energy Production,Trillion Btu
WDPRBUS,200108,173.357,1,Wood Energy Production,Trillion Btu
WDPRBUS,200109,163.666,1,Wood Energy Production,Trillion Btu
WDPRBUS,200110,174.181,1,Wood Energy Production,Trillion Btu
WDPRBUS,200111,166.005,1,Wood Energy Production,Trillion Btu
WDPRBUS,200112,169.916,1,Wood Energy Production,Trillion Btu
WDPRBUS,200113,2005.834,1,Wood Energy Production,Trillion Btu
WDPRBUS,200201,169.367,1,Wood Energy Production,Trillion Btu
WDPRBUS,200202,148.458,1,Wood Energy Production,Trillion Btu
WDPRBUS,200203,159.644,1,Wood Energy Production,Trillion Btu
WDPRBUS,200204,158.336,1,Wood Energy Production,Trillion Btu
WDPRBUS,200205,168.013,1,Wood Energy Production,Trillion Btu
WDPRBUS,200206,159.326,1,Wood Energy Production,Trillion Btu
WDPRBUS,200207,176.434,1,Wood Energy Production,Trillion Btu
